0.000000000000000000e+00 1.984233227820930813e-19 4.445323929563435208e-19 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.427524765063026280e-09 -2.386224018380289635e-08 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 5.248530055013134188e-09 -7.595645712399345939e-08 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 1.140508398833617321e-08 -1.561508327085903147e-07 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 1.983927511162164592e-08 -2.643139112024073256e-07 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 3.049321861681164592e-08 -4.003144624675769592e-07 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 4.330904701532745094e-08 -5.640216045321722049e-07 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 5.822891679940767062e-08 -7.553045975328132045e-07 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 7.519500400121614803e-08 -9.740331279317615554e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 9.414949886377144139e-08 -1.220077365360339172e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 1.150346307099425758e-07 -1.493307308919611387e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 1.377906073685153387e-07 -1.793590513443632517e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 1.623498064873274416e-07 -2.120782028214307502e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 1.886426161945564672e-07 -2.474735310897813179e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 2.165994175129526411e-07 -2.855302454918273725e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 2.461506198869756190e-07 -3.262337259002379142e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 2.772266043393756263e-07 -3.695692385008442216e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 3.097578371580311796e-07 -4.155222541157854721e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 3.436747419982566498e-07 -4.640780844056280330e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 3.789077140936569776e-07 -5.152222001925110817e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 4.153872623646748252e-07 -5.689400495612062514e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+01 4.530351418452482903e-07 -6.252156254049623385e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000000e+01 4.917387173009046819e-07 -6.840273726993473247e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+01 5.313767132975044660e-07 -7.453522357536712661e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000000e+01 5.718278544009081088e-07 -8.091672498267143965e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 6.129708367552666459e-07 -8.754496775509323925e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000000e+01 6.546842428178933915e-07 -9.441762813366949558e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000000e+01 6.968468824197771028e-07 -1.015324232866987586e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000000e+01 7.393372811748122331e-07 -1.088870612875325605e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000000e+01 7.820341352271498181e-07 -1.164792593044694513e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 8.248160270341031719e-07 -1.243067526957020164e-05 0.000000000000000000e+00 0.000000000000000000e+00
