# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
3.000000000000000000e+00 3.236948524218994407e+02 3.466931100646970076e+00 6.650574190233683458e-01 4.143224419924501412e+00 8.032656102530152387e-01 1.060234457787939677e+00 3.247368067727370300e-01 3.247451550994286396e-01 -1.138654422221299228e-01
7.000000000000000000e+00 8.510893529452135908e+02 5.341348566977980106e+00 2.872869188097601167e+00 6.139289989095033206e+00 3.434085072801572380e+00 2.382611307976899018e-01 -3.223462255030579149e-02 -3.223918072030555748e-02 2.122194122523738680e-01
1.200000000000000000e+01 6.988372889784355948e+02 1.543808759422647947e+00 -1.296814564493714572e+00 1.783866675576737837e+00 -1.615639901188808736e+00 1.995602799264915850e-01 6.970663911217751807e-02 6.972315523227164136e-02 -1.317611726711270803e-02
1.700000000000000000e+01 9.619452769223253199e+02 -1.644296915164976669e+00 3.033136693500378733e+00 -1.883263033811347187e+00 3.451471918039459297e+00 1.027082997468122538e-01 -1.705161825949729273e-02 -1.705350763868054148e-02 1.074236609960119299e-01
2.200000000000000000e+01 6.655506468119006058e+02 3.524139205051319834e+00 -2.983355953580437703e+00 4.168324630602097791e+00 -3.361451623424423385e+00 2.112956301386960389e-01 -7.234901941727492174e-03 -7.241227551272097669e-03 1.173941245953097623e-01
2.700000000000000000e+01 8.977647011396654761e+02 1.431720241343861444e+00 1.412501144135054121e+00 1.688685544524607396e+00 1.688446595212689472e+00 1.704082946049846614e-01 3.022985402821691883e-02 3.025957045213217844e-02 5.761797546315314961e-02
3.200000000000000000e+01 1.098830241737302003e+03 2.459099967726365410e+00 1.447230329253403003e+00 2.993417465020966617e+00 1.650417531179806829e+00 2.199682872378466436e-01 -3.705276352856798436e-03 -3.705175766573816365e-03 1.163976419598822670e-01
3.700000000000000000e+01 1.221521048899494190e+03 2.860194825959179177e+00 -4.364715602708649778e-01 3.294115438011966823e+00 -4.416627440201221222e-01 2.323340972601380672e-01 -5.786354618781205245e-02 -5.796812153873023149e-02 1.635141613653870452e-01
4.200000000000000000e+01 1.444036248607911602e+03 3.492623197221782938e+00 3.541021515287674504e+00 4.286702061441940437e+00 4.116069284942950546e+00 2.281635809373111223e-01 5.433240258109178766e-02 5.444904216196447960e-02 1.890334697546858789e-01
4.700000000000000000e+01 1.396858146650950175e+03 -1.770837986723161062e-01 -7.414655694638682126e-01 -3.461418514282515457e-01 -8.808138781159258190e-01 3.493143478558732307e-01 -8.049714033228203003e-02 -8.071461718910144523e-02 1.804495330454499238e-02
