# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
3.000000000000000000e+00 2.277924607503999539e+02 1.925889698185563148e+01 -6.910170320485012674e+00 1.922424864498652042e+01 -6.930113961916515741e+00 4.097744615721961026e+00 -1.021293361787162901e+00 -1.021254627010125482e+00 -1.213813301126902777e+00
7.000000000000000000e+00 8.107842724952881781e+02 8.306730218620121065e+00 -3.763431268278424335e-01 7.994746583340694990e+00 -3.895952196776065191e-01 1.220904701966964989e+00 1.584241689340087633e-01 1.584183801825960747e-01 2.168941038297712787e+00
1.200000000000000000e+01 7.743603944430487900e+02 5.133069135640496716e-01 -2.539293765990570328e+00 1.751699683278090391e-01 -2.372493706422541759e+00 7.877829096753024007e-01 1.438957660299174379e-01 1.438958778968019436e-01 4.130205133470418177e-01
1.700000000000000000e+01 9.482910529838139837e+02 -4.770050746313738266e+00 8.710235499404094028e+00 -4.715785328600950344e+00 8.561702281263297465e+00 7.511369123377276136e-01 3.557620679125903136e-03 3.559504661184195728e-03 4.437972707958623420e-01
2.200000000000000000e+01 6.300421316791479285e+02 1.011029915788404621e+00 -5.225485977210114541e+00 8.376248051324139965e-01 -5.327616872406261805e+00 9.117971246822815790e-01 -4.191299832474777026e-02 -4.192396452557028280e-02 2.435070759741749247e-01
2.700000000000000000e+01 9.281697910708326162e+02 1.119431194284149989e+01 8.257292364407199159e+00 1.079408355201140068e+01 8.006802495552808097e+00 7.587452830599121789e-01 8.646708397480598607e-02 8.650949063689482299e-02 3.182366502582364420e-01
3.200000000000000000e+01 1.141497967570735000e+03 -1.744302231443594975e+00 7.404033697033380879e-01 -2.217598419448678637e+00 5.346203245597571652e-01 7.514087638487942922e-01 1.280840258021411215e-01 1.281845261016656967e-01 3.823410972195667723e-01
3.700000000000000000e+01 1.267516620319046751e+03 9.186000413816026722e+00 5.727820147479318891e+00 8.736363322207967741e+00 5.357669982583492363e+00 6.875018853965821908e-01 -1.586945429504112715e-01 -1.588240903954575844e-01 4.299097903179028290e-01
4.200000000000000000e+01 1.470705377040221720e+03 -3.795084406385689779e-01 -1.795443793389036868e-01 -7.606560172392254904e-01 -6.275842581253840979e-01 5.429784150720640135e-01 1.437855457846787532e-01 1.439456033548917602e-01 6.108343056510439073e-01
4.700000000000000000e+01 1.367931530867783749e+03 5.310582938548346732e+00 7.863179619757469041e+00 5.215115265825019719e+00 7.319481243814078830e+00 8.853740552101706518e-01 1.073476915204851084e-01 1.075169860109731756e-01 2.373775004687150858e-01
5.200000000000000000e+01 1.400380440902310966e+03 -5.519242835820911353e+00 2.349006393151030103e+00 -5.231802910487803437e+00 1.805418655995731481e+00 7.715736808982219808e-01 -3.771674649126879192e-02 -3.779492765978782753e-02 3.741524193813327015e-01
5.700000000000000000e+01 1.773362622756569635e+03 -9.872838654186468332e+00 2.464972685785857376e+00 -9.367766407417516206e+00 1.993318596151566924e+00 5.379084121998600754e-01 -2.612271087374031658e-02 -2.618255714107264875e-02 2.773593171403176405e-01
6.200000000000000000e+01 1.609053221979522732e+03 4.158084392695361453e-01 2.174032225868175239e+00 1.001701486026860710e+00 1.762780460149984574e+00 9.190169190681924949e-01 -3.525467572556359539e-03 -3.548799887355672065e-03 3.314981852011690266e-01
