# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
3.000000000000000000e+00 1.693810223727103050e+02 3.846571900296604785e+00 -2.925185101122453002e+00 4.470836342643161210e+00 -3.439427647590838522e+00 2.531771493611176371e+00 8.443363978428393146e-01 8.442688551099740701e-01 -3.503507000546852712e-01
7.000000000000000000e+00 7.117234018812839622e+02 3.112909427876576984e+00 2.956359847029828014e+00 3.658477386258009112e+00 3.579854919844953631e+00 -1.718228205180843404e-01 1.533620114283791233e-02 1.532887489746743645e-02 2.204952019988085099e-01
1.200000000000000000e+01 6.113737581247121398e+02 7.063722158915601845e-01 -4.006949713339214014e-01 9.213002452122950325e-01 -3.983335179532684345e-01 3.421133252559031557e-01 -8.939920953742144794e-02 -8.939902411358502388e-02 2.001814200360099161e-01
1.700000000000000000e+01 8.686407892754657496e+02 -8.414977111708804580e-01 4.243417291165392236e+00 -9.300428187311722272e-01 4.811416689194231822e+00 3.032034320424240037e-01 -6.217627147074149263e-02 -6.218471933014128872e-02 3.516175146339110547e-01
2.200000000000000000e+01 6.841557755791798172e+02 7.619873894624074051e-01 -2.593191413795109534e-01 8.888270397806682377e-01 -1.012783920541941995e-01 5.877324308813645093e-01 1.929162120582859907e-01 1.929856195421318088e-01 2.465045054095320043e-01
2.700000000000000000e+01 9.559930163098633784e+02 1.599548906839529661e+00 8.233099663750186314e-01 1.910398288496934160e+00 9.722744739406872228e-01 4.528475931664550092e-01 1.199145389108902116e-01 1.199902264120699530e-01 1.497158313356942438e-01
3.200000000000000000e+01 1.139390176933724888e+03 5.224584109370171703e+00 1.455360803064606801e+00 6.291347272118104961e+00 1.687652017575761221e+00 2.097714998288007782e-01 3.735135517264907140e-02 3.739247836542979042e-02 1.835182157423506377e-01
3.700000000000000000e+01 1.263140084089153106e+03 4.140414551796479437e+00 -1.003052685064202532e+00 4.846728343356287994e+00 -1.133873534621553825e+00 3.324372281048452726e-01 -2.323187326182097820e-02 -2.327342991989562321e-02 2.490926212220651581e-01
4.200000000000000000e+01 1.440611524752051537e+03 3.900094246381513585e+00 2.070396967300816904e+00 4.826151621489213284e+00 2.355214153553032652e+00 4.983164653857820592e-01 3.120877437378121247e-02 3.127424915927628363e-02 3.868615069018915276e-01
4.700000000000000000e+01 1.358363460379867547e+03 4.681056364557581451e-01 -1.577527693665038866e+00 4.294884720763082475e-01 -1.783482637083962263e+00 5.478286457238245033e-01 -1.325032689860923540e-01 -1.327621055382564863e-01 1.577941008620833696e-01
5.200000000000000000e+01 1.416377111044881076e+03 1.128307328854820657e+00 2.742348419398632053e+00 1.456253982523396884e+00 3.111420479378403492e+00 3.242826216566583319e-01 -9.471286656659219649e-02 -9.496583075732915880e-02 1.612292826368361132e-01
5.700000000000000000e+01 1.736921660935298860e+03 -3.163675261848415410e+00 -3.453075647991705743e+00 -3.761379940292250978e+00 -3.847273290787418976e+00 4.778305074843233191e-01 -1.122550674948372268e-01 -1.126148612520675857e-01 1.356511160717228937e-01
6.200000000000000000e+01 1.626705650821200379e+03 -6.370114846655068774e+00 3.437997322349163110e+00 -7.685913673270934332e+00 3.923102710917132363e+00 7.105813079825947787e-01 -7.219781946201216105e-02 -7.248694292532718852e-02 8.882497257104440824e-02
6.700000000000000000e+01 1.893094260764529736e+03 5.985890060426160009e-01 -1.925707122941386018e+00 6.360246991924348725e-01 -2.287704498345907833e+00 3.746702820295200187e-01 -9.189082115152302777e-02 -9.227609936856268069e-02 1.359530832993131044e-01
7.200000000000000000e+01 1.959500547889777863e+03 -1.172242037618403465e+01 -2.265843934793302650e-01 -1.401723499323775002e+01 -1.803472668804775303e-01 4.439274857301065969e-01 -6.968962395927286169e-03 -6.980631615312027187e-03 1.787264112348677381e-01
