# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
3.000000000000000000e+00 3.225065221840231402e+02 3.800342246737166807e+00 -1.371503246165332923e+00 3.259727405142664569e+00 -1.008098837147729965e+00 1.077507009168176433e+00 -8.101900943401320332e-02 -8.101789115875336622e-02 -1.191084735053564297e-01
7.000000000000000000e+00 8.521247996537273366e+02 2.775439994657469267e+00 3.802462739734180364e+00 2.480964392167908095e+00 3.343744761229583418e+00 2.414687282849974914e-01 -9.868430457340415796e-02 -9.869374331469907280e-02 2.038609315543165046e-01
1.200000000000000000e+01 6.984304460420896703e+02 3.078802077453420827e-01 2.132555947202233182e-01 1.278388722801105382e-01 2.552087518046821518e-02 2.027296065841725226e-01 4.096628637540220691e-02 4.097463284408927459e-02 1.859221814966802253e-03
1.700000000000000000e+01 9.626753703078417175e+02 -7.174525592301951527e+00 1.869222533134143327e-01 -6.125814176902865782e+00 2.066068902745367697e-01 5.427550039111365271e-02 1.402977063190967780e-02 1.403560546131186679e-02 4.216522245787156231e-02
2.200000000000000000e+01 6.663652556290525126e+02 -4.516638105575684348e-01 -3.852669865352554845e-01 -4.159777118326797307e-01 -3.521103497161144347e-01 1.876216640739263863e-01 5.613335044654733930e-02 5.616558595301635037e-02 1.420603827773387062e-01
2.700000000000000000e+01 8.989056143898458231e+02 2.496319101350678693e+00 2.240173254776797462e-01 2.237614645285531001e+00 1.786806091143312847e-01 1.999138179844234808e-01 1.691286026366296477e-02 1.692290448638480646e-02 7.514717904415847693e-02
3.200000000000000000e+01 1.099547625881931026e+03 1.405103683524298708e+00 2.437610551724117780e+00 1.134456992588317226e+00 2.079536019378647183e+00 1.181362952025183655e-01 -2.788303208999356325e-02 -2.791901395155130944e-02 1.019873624871389384e-01
3.700000000000000000e+01 1.220567697465413403e+03 5.429644589691408285e+00 -2.433190013839452992e-01 4.667321645960164744e+00 -2.517444357045937053e-01 2.195416662901605032e-01 -2.770926416951742174e-02 -2.775911777899057326e-02 7.304548696561839749e-02
4.200000000000000000e+01 1.443874616671240119e+03 -2.205309748955553761e+00 7.274125032843254957e-01 -1.934720195627709582e+00 5.895297460430155567e-01 1.365241087203854786e-01 -1.545212341759781907e-02 -1.549388561175352175e-02 1.161600569452640730e-01
4.700000000000000000e+01 1.393434693399627577e+03 1.757751617330543414e+00 2.495849943046136055e+00 1.437289200367874997e+00 2.197969011399422801e+00 2.379524270053363644e-01 -4.422091790440970532e-02 -4.434316566229461187e-02 1.103560111680822742e-01
