# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
3.000000000000000000e+00 3.225065221793043406e+02 3.800342246737914653e+00 -1.371503246166849044e+00 3.259727405265506750e+00 -1.008098837150573468e+00 1.077507009173356289e+00 -8.101901000267099084e-02 -8.101788988434571737e-02 -1.191084735118682209e-01
7.000000000000000000e+00 8.521247996327708734e+02 2.775439994695597878e+00 3.802462739710027684e+00 2.480964393577612448e+00 3.343744760632205271e+00 2.414687283479992619e-01 -9.868430607679871958e-02 -9.869374342336285910e-02 2.038609316463155241e-01
1.200000000000000000e+01 6.984304459849905697e+02 3.078802078173878964e-01 2.132555946727587026e-01 1.278388760324540296e-01 2.552087408184089412e-02 2.027296068895278192e-01 4.096629770108085183e-02 4.097463369965279045e-02 1.859222035940061258e-03
1.700000000000000000e+01 9.626753701961863499e+02 -7.174525592337182900e+00 1.869222532839800444e-01 -6.125814174401023493e+00 2.066068905987209214e-01 5.427550077212721369e-02 1.402978493756043554e-02 1.403559493297311042e-02 4.216522302505017195e-02
2.200000000000000000e+01 6.663652554446514387e+02 -4.516638109250016297e-01 -3.852669866251819397e-01 -4.159777184344443657e-01 -3.521103566792835871e-01 1.876216644486011775e-01 5.613338899050349801e-02 5.616559755748214144e-02 1.420603834072427796e-01
2.700000000000000000e+01 8.989056141150107351e+02 2.496319101033569687e+00 2.240173255019499154e-01 2.237614641193764076e+00 1.786806046047035856e-01 1.999138179843733820e-01 1.691287020198178198e-02 1.692290360418484060e-02 7.514718040829124202e-02
3.200000000000000000e+01 1.099547625499765900e+03 1.405103683152638228e+00 2.437610552625701477e+00 1.134456993276474090e+00 2.079536044258866845e+00 1.181362956527430425e-01 -2.788300351220685674e-02 -2.791900734529969424e-02 1.019873639748153649e-01
3.700000000000000000e+01 1.220567696960198646e+03 5.429644589304663427e+00 -2.433189993762188696e-01 4.667321651291885587e+00 -2.517443678833880538e-01 2.195416669733031567e-01 -2.770925948944706965e-02 -2.775917564320276587e-02 7.304548928788097417e-02
4.200000000000000000e+01 1.443874616026282865e+03 -2.205309748963489191e+00 7.274125055655780159e-01 -1.934720175312804713e+00 5.895298175921730444e-01 1.365241087756668414e-01 -1.545207305406330958e-02 -1.549391191403344525e-02 1.161600579461609800e-01
4.700000000000000000e+01 1.393434692596495097e+03 1.757751617767293384e+00 2.495849945088173705e+00 1.437289223753287271e+00 2.197969053757353741e+00 2.379524245783111169e-01 -4.422088272467345621e-02 -4.434318200003210808e-02 1.103560111922705644e-01
